TIME, ED_COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, LABEL
11_57_50,0,4105.13,4073.85,4098.97,4105.64,4096.92,4098.97,4091.79,4095.38,4098.97,4065.64,4140.51,4111.79,4111.28,4110.77,0
11_57_50,1,4108.72,4058.46,4101.03,4104.62,4093.85,4092.82,4091.79,4092.31,4084.62,4068.72,4164.62,4122.56,4150.26,4128.72,0
11_57_50,2,4115.9,4051.79,4103.08,4103.08,4093.85,4092.82,4093.33,4096.41,4082.56,4075.38,4186.67,4125.13,4188.72,4143.08,0
11_57_50,3,4120,4053.85,4103.59,4105.64,4090.77,4094.36,4100,4106.67,4100.51,4089.23,4199.49,4131.79,4217.44,4153.33,0
11_57_50,4,4126.67,4060,4106.15,4109.23,4090.26,4099.49,4107.18,4118.46,4113.85,4104.1,4211.79,4142.56,4243.08,4163.08,0
11_57_50,5,4124.62,4058.97,4105.13,4108.21,4092.82,4098.46,4105.13,4120,4110.77,4103.08,4207.18,4134.36,4251.28,4156.41,0
11_57_50,6,4113.85,4052.31,4100.51,4106.15,4095.38,4093.33,4103.59,4111.79,4102.56,4091.79,4191.28,4121.03,4246.67,4140,0
11_57_50,7,4110.26,4047.18,4097.95,4102.56,4095.9,4098.97,4106.15,4102.56,4091.79,4091.28,4187.18,4123.08,4248.72,4136.92,0
11_57_50,8,4111.79,4048.21,4096.41,4101.54,4097.44,4106.67,4099.49,4089.74,4080,4090.26,4187.69,4124.62,4250.77,4140.51,0
11_57_50,9,4115.9,4055.9,4097.44,4106.15,4100,4107.18,4091.79,4089.74,4092.31,4086.67,4190.26,4130.26,4248.72,4139.49,0
11_57_50,10,4122.56,4064.1,4099.49,4111.79,4105.64,4103.08,4099.49,4108.21,4109.23,4092.82,4196.41,4140.51,4249.74,4142.56,0
11_57_50,11,4120,4062.05,4096.41,4105.64,4105.64,4102.05,4108.72,4112.82,4094.87,4091.28,4192.31,4132.82,4245.64,4140,0
11_57_50,12,4102.56,4050.77,4088.72,4092.82,4092.31,4104.62,4106.67,4096.41,4080.51,4077.44,4172.82,4113.33,4232.82,4123.59,0
11_57_50,13,4090.77,4047.18,4087.18,4088.72,4085.13,4108.21,4104.62,4096.41,4100.51,4080,4164.62,4110.26,4225.64,4113.33,0
11_57_50,14,4098.46,4055.38,4091.79,4092.31,4098.46,4108.72,4110.26,4117.44,4117.95,4097.95,4176.92,4121.54,4229.23,4118.97,0
11_57_50,15,4107.18,4065.64,4095.9,4095.9,4105.64,4108.72,4112.31,4125.13,4106.67,4097.95,4186.67,4125.64,4231.28,4124.1,0
11_57_50,16,4101.03,4060.51,4091.79,4093.85,4093.85,4109.74,4108.72,4116.41,4095.38,4088.21,4181.03,4122.05,4223.59,4121.03,0
11_57_50,17,4093.33,4051.28,4088.21,4090.77,4093.33,4108.72,4107.18,4114.87,4102.05,4091.28,4172.82,4126.15,4215.38,4118.97,0
11_57_50,18,4100.51,4055.9,4091.28,4090.77,4103.59,4111.79,4106.67,4123.59,4110.26,4096.92,4176.41,4136.41,4217.95,4121.03,0
11_57_50,19,4108.72,4065.13,4097.44,4097.44,4101.54,4112.31,4106.67,4131.28,4109.74,4093.33,4180.51,4140.51,4220,4125.64,0
11_57_50,20,4107.18,4066.15,4095.9,4104.62,4090.26,4103.08,4103.59,4132.31,4107.18,4089.74,4175.38,4138.97,4209.23,4127.18,0
11_57_50,21,4103.59,4062.56,4092.31,4104.62,4087.69,4097.95,4096.41,4126.15,4105.64,4084.62,4165.13,4138.46,4192.31,4117.95,0
11_57_50,22,4103.08,4063.08,4093.33,4102.05,4097.95,4102.56,4097.44,4121.03,4103.08,4076.92,4158.46,4135.9,4180.51,4108.72,0
11_57_50,23,4106.15,4070.26,4098.46,4104.62,4107.18,4110.26,4107.18,4129.74,4107.18,4083.59,4165.13,4138.97,4182.05,4115.9,0
11_57_50,24,4106.15,4075.9,4100.51,4107.18,4107.18,4111.79,4108.72,4140,4111.28,4093.85,4172.31,4148.72,4190.77,4125.13,0
11_57_50,25,4101.03,4074.36,4100,4106.15,4104.62,4107.69,4105.13,4135.38,4110.26,4091.79,4169.23,4152.31,4191.79,4120.51,0
11_57_50,26,4101.54,4073.85,4099.49,4106.67,4102.05,4107.69,4105.64,4125.13,4107.69,4091.28,4172.82,4148.72,4189.23,4120,0
11_57_50,27,4108.72,4071.79,4098.97,4105.13,4097.44,4106.67,4100.51,4118.46,4104.1,4097.44,4185.13,4148.72,4193.85,4126.15,0
11_57_50,28,4110.77,4064.62,4097.95,4096.41,4095.38,4098.97,4092.31,4120,4104.62,4097.95,4187.69,4151.79,4200.51,4123.59,0
11_57_50,29,4108.72,4062.56,4097.95,4092.82,4091.79,4093.85,4094.36,4123.08,4107.18,4098.97,4182.05,4151.28,4197.44,4120,0
11_57_50,38,4103.08,4075.9,4095.38,4093.33,4094.87,4104.1,4094.36,4106.15,4102.56,4102.56,4173.33,4138.97,4170.26,4109.23,0
11_57_50,39,4092.31,4076.92,4090.77,4095.38,4101.03,4103.08,4102.05,4113.33,4099.49,4094.87,4165.64,4135.9,4160,4106.15,0
11_57_50,40,4090.26,4073.85,4091.79,4091.79,4092.31,4105.13,4106.15,4122.05,4107.69,4093.33,4167.18,4134.87,4156.92,4104.62,0
11_57_50,41,4097.44,4074.87,4095.9,4090.26,4087.18,4105.64,4105.13,4123.08,4107.69,4094.36,4170.26,4135.9,4161.03,4109.23,0
11_57_50,42,4097.44,4074.87,4094.87,4092.31,4092.31,4100,4105.13,4122.05,4103.59,4095.38,4156.41,4130.77,4152.82,4105.64,0
11_57_50,43,4088.72,4069.74,4091.79,4090.77,4090.26,4095.38,4099.49,4122.05,4102.56,4092.82,4136.92,4124.1,4136.41,4092.31,0
11_57_50,44,4086.67,4071.28,4092.31,4088.72,4082.05,4100,4097.44,4122.05,4105.13,4090.77,4141.54,4127.18,4132.82,4092.82,0
11_57_50,45,4093.33,4079.49,4093.33,4092.82,4087.69,4108.72,4107.18,4122.05,4107.18,4090.77,4153.33,4135.9,4140.51,4100.51,0
11_57_50,46,4097.95,4086.67,4094.87,4095.9,4103.08,4109.23,4109.23,4117.44,4102.56,4089.74,4149.74,4135.38,4141.54,4099.49,0
