33,4088.21,4075.9,4099.49,4088.21,4114.87,4102.05,4101.03,4086.67,4095.38,4086.67,4096.92,4076.92,4090.26,4100.51,0
34,4095.38,4092.82,4104.1,4086.15,4102.05,4102.05,4096.41,4076.41,4094.87,4103.08,4099.49,4079.49,4096.92,4111.79,0
35,4103.08,4094.36,4097.95,4083.08,4108.21,4092.82,4083.08,4065.13,4090.26,4104.62,4086.67,4072.82,4091.28,4107.18,0
36,4106.67,4089.74,4094.87,4090.77,4104.62,4089.74,4083.59,4066.67,4088.72,4087.18,4081.54,4067.18,4086.15,4100.51,0
37,4105.64,4092.31,4097.44,4092.82,4102.56,4090.26,4090.77,4076.92,4094.36,4087.69,4091.79,4068.72,4091.79,4103.08,0
38,4097.95,4093.33,4097.44,4088.72,4117.44,4089.74,4089.74,4078.46,4093.33,4096.41,4094.36,4069.23,4088.72,4106.67,0
39,4090.26,4087.69,4096.92,4091.79,4118.97,4092.82,4088.72,4070.77,4086.67,4088.21,4082.56,4066.67,4075.9,4101.03,0
40,4094.36,4083.08,4096.41,4093.33,4105.64,4095.9,4092.31,4067.69,4088.72,4083.08,4077.95,4062.56,4075.38,4094.36,0
41,4105.13,4079.49,4093.33,4092.82,4100.51,4089.23,4091.79,4068.21,4092.31,4080,4084.62,4063.59,4085.13,4098.97,0
42,4106.15,4082.05,4096.41,4102.05,4112.31,4084.62,4089.74,4070.26,4090.26,4081.54,4092.31,4070.26,4090.77,4108.21,0
43,4107.18,4094.87,4105.64,4111.79,4135.9,4095.9,4091.79,4075.9,4096.41,4104.1,4094.87,4076.41,4091.79,4109.23,0
44,4109.74,4098.46,4106.67,4106.67,4137.95,4108.72,4093.33,4078.97,4102.05,4111.28,4094.87,4076.41,4092.82,4106.15,0
45,4101.03,4082.56,4097.95,4093.33,4108.21,4104.62,4097.95,4076.92,4095.9,4084.62,4095.9,4074.36,4091.28,4107.18,0
46,4095.38,4075.9,4093.85,4089.23,4091.79,4094.87,4099.49,4074.87,4090.77,4081.03,4097.44,4075.9,4092.82,4111.79,0
47,4104.62,4087.69,4094.87,4092.31,4118.97,4093.85,4093.85,4081.03,4094.87,4107.69,4093.85,4075.9,4095.38,4112.82,0
48,4108.21,4086.67,4090.26,4089.74,4135.38,4090.26,4097.44,4090.77,4098.46,4107.18,4088.21,4071.28,4087.18,4105.13,0
49,4097.95,4078.46,4092.31,4084.62,4110.26,4092.82,4103.59,4092.82,4096.41,4089.23,4088.72,4066.15,4075.38,4101.54,0
50,4094.36,4082.56,4103.08,4085.13,4096.41,4109.23,4100,4089.74,4096.92,4088.21,4090.77,4069.23,4070.77,4103.59,0
51,4101.54,4086.67,4105.13,4085.13,4112.82,4106.67,4100,4089.23,4101.54,4098.46,4095.9,4075.9,4076.92,4106.67,0
52,4107.69,4088.21,4101.54,4075.38,4123.08,4090.77,4108.72,4092.31,4108.21,4117.95,4105.64,4080,4089.23,4114.36,0
53,4110.77,4092.31,4104.1,4075.9,4110.77,4091.79,4112.82,4096.41,4113.33,4129.74,4107.18,4080,4090.77,4117.44,0
54,4109.74,4091.28,4104.62,4086.67,4089.74,4090.26,4104.1,4093.85,4106.67,4114.36,4096.92,4078.97,4077.44,4105.64,0
63,4090.26,4085.64,4087.69,4084.1,4074.36,4089.23,4102.05,4091.28,4096.92,4095.38,4103.59,4113.85,4084.1,4103.08,0
64,4097.95,4093.33,4089.74,4091.79,4097.95,4091.28,4104.1,4094.87,4108.72,4114.36,4108.72,4117.95,4091.79,4110.77,0
65,4096.92,4099.49,4078.46,4083.08,4110.77,4089.23,4098.46,4088.72,4109.23,4109.74,4098.97,4107.18,4093.33,4105.64,0
66,4084.62,4090.77,4070.77,4075.38,4077.44,4081.54,4090.26,4075.9,4098.46,4091.79,4091.79,4096.41,4086.15,4095.38,0
67,4083.08,4087.69,4079.49,4081.03,4056.41,4081.03,4089.23,4074.36,4099.49,4095.38,4102.05,4104.62,4090.26,4102.05,0
68,4091.28,4091.79,4085.13,4083.08,4091.79,4100.51,4092.31,4073.85,4103.08,4110.26,4109.74,4114.36,4099.49,4110.77,0
69,4091.79,4092.31,4082.56,4078.97,4120.51,4110.26,4095.9,4064.1,4096.92,4109.74,4108.21,4113.85,4101.03,4110.77,0
70,4081.03,4083.59,4076.92,4078.97,4083.59,4091.28,4094.87,4058.46,4092.31,4090.77,4098.97,4104.62,4096.92,4104.62,0
71,4076.92,4078.46,4070.26,4081.54,4053.33,4083.59,4090.26,4059.49,4092.31,4078.97,4093.33,4095.38,4090.26,4097.95,0
72,4088.72,4088.72,4071.79,4090.26,4097.44,4092.31,4090.77,4060.51,4092.82,4095.9,4097.44,4103.08,4092.31,4102.05,0
73,4092.82,4094.87,4078.46,4091.79,4117.95,4079.49,4086.15,4060,4091.79,4113.33,4096.92,4107.69,4090.77,4105.13,0
74,4084.1,4082.05,4078.97,4083.59,4064.62,4065.13,4073.85,4060,4090.77,4091.79,4087.69,4092.31,4077.44,4093.33,0
