TIME, ED_COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, LABEL
15_23_20,117,4095.38,4098.97,4098.46,4096.92,4090.77,4090.77,4091.79,4097.95,4098.46,4104.1,4152.82,4877.95,4094.87,4097.44,0
15_23_20,118,4091.79,4097.44,4098.46,4096.92,4091.28,4092.31,4092.31,4093.85,4098.46,4104.1,4152.82,4878.46,4100,4099.49,0
15_23_20,119,4089.74,4094.36,4098.46,4096.92,4093.85,4090.77,4091.28,4091.79,4098.46,4104.1,4152.82,4879.49,4100.51,4097.95,0
15_23_20,120,4097.44,4094.87,4098.46,4096.92,4090.77,4090.26,4091.28,4094.36,4098.46,4104.1,4152.82,4879.49,4096.92,4099.49,0
15_23_20,121,4105.13,4095.38,4098.46,4096.92,4087.69,4091.28,4091.79,4092.31,4098.46,4104.1,4152.82,4879.49,4097.95,4105.64,0
15_23_20,122,4096.41,4093.33,4098.97,4096.92,4089.74,4090.77,4089.74,4091.28,4098.46,4104.1,4152.82,4880,4098.97,4103.08,0
15_23_20,123,4088.72,4093.33,4098.46,4096.92,4091.28,4089.74,4088.21,4094.36,4098.46,4104.1,4152.82,4880.51,4095.9,4096.92,0
15_23_20,124,4092.82,4094.87,4097.95,4096.92,4090.26,4089.23,4091.28,4094.36,4098.46,4104.1,4152.82,4879.49,4096.41,4099.49,0
15_23_20,125,4093.85,4093.33,4099.49,4096.92,4089.74,4089.74,4091.79,4094.87,4098.46,4104.1,4152.82,4878.46,4098.46,4104.62,0
15_23_20,126,4090.26,4094.36,4097.95,4096.92,4089.74,4089.23,4088.72,4095.38,4098.46,4104.1,4152.31,4877.95,4098.97,4103.59,0
15_23_20,127,4093.85,4098.97,4093.33,4096.92,4092.31,4090.77,4087.69,4094.87,4098.46,4104.1,4152.82,4877.44,4099.49,4101.03,0
15_23_20,128,4096.92,4098.97,4093.33,4096.92,4094.87,4093.33,4090.77,4094.36,4098.46,4104.1,4152.82,4877.95,4098.97,4101.54,0
15_23_20,0,4092.82,4096.92,4095.9,4096.92,4094.36,4092.82,4090.77,4092.82,4098.46,4104.1,4152.31,4879.49,4098.46,4102.05,0
15_23_20,1,4090.26,4098.46,4093.33,4096.92,4091.28,4090.77,4089.23,4091.28,4098.46,4104.1,4152.82,4879.49,4098.97,4101.03,0
15_23_20,2,4097.95,4097.95,4091.79,4096.92,4088.72,4088.72,4090.26,4092.82,4098.46,4104.1,4153.85,4878.97,4098.97,4102.05,0
15_23_20,3,4100,4090.26,4095.9,4096.92,4090.77,4090.26,4091.28,4097.44,4098.46,4104.1,4152.82,4878.97,4098.46,4101.54,0
