59,3996.41,4084.1,4086.15,4088.21,4128.72,4089.23,4086.15,4091.79,4088.21,4096.41,4178.46,4867.18,4121.54,4091.79,0
60,3992.31,4083.08,4087.69,4089.74,4121.03,4089.23,4085.13,4089.23,4091.28,4096.92,4174.87,4867.18,4115.9,4088.72,0
61,3989.23,4080.51,4083.08,4088.72,4121.03,4089.23,4084.1,4088.21,4090.77,4097.95,4181.54,4865.64,4127.69,4087.18,0
62,3993.85,4078.97,4084.62,4086.67,4116.41,4091.79,4085.64,4089.23,4088.21,4096.92,4181.03,4865.13,4126.67,4089.74,0
63,3998.46,4079.49,4083.59,4085.64,4131.28,4092.31,4085.64,4085.64,4087.18,4094.87,4182.05,4863.08,4114.36,4087.69,0
64,3993.85,4080.51,4084.62,4087.18,4124.62,4091.28,4086.15,4084.62,4089.74,4095.38,4183.08,4865.13,4112.31,4087.69,0
65,3989.74,4083.08,4084.62,4087.18,4118.46,4090.77,4086.15,4085.64,4090.77,4097.44,4186.15,4864.62,4125.64,4090.26,0
66,3990.77,4082.05,4086.67,4088.21,4117.44,4089.23,4087.18,4084.62,4088.72,4096.92,4176.92,4865.64,4117.44,4092.82,0
67,3994.87,4083.08,4082.56,4086.67,4132.31,4086.67,4085.64,4085.13,4087.69,4095.9,4177.44,4864.62,4117.95,4087.69,0
68,3999.49,4083.08,4085.64,4086.67,4126.15,4087.18,4084.1,4087.69,4090.26,4096.92,4178.97,4866.67,4122.56,4089.23,0
69,3996.41,4083.08,4085.64,4087.18,4127.69,4087.18,4083.59,4085.64,4092.31,4097.95,4182.05,4864.1,4114.36,4087.18,0
70,3993.33,4085.13,4084.62,4088.72,4120,4087.69,4083.08,4082.56,4090.77,4095.38,4182.05,4864.62,4110.77,4089.23,0
71,3994.36,4083.59,4085.64,4087.18,4115.38,4090.26,4085.13,4087.69,4088.72,4092.82,4178.46,4865.64,4118.97,4088.21,0
72,3997.44,4082.56,4085.13,4085.64,4124.1,4088.72,4085.64,4088.21,4088.21,4094.87,4176.92,4865.64,4118.97,4089.74,0
73,3992.82,4083.08,4084.62,4087.18,4127.69,4086.67,4084.1,4086.67,4088.72,4098.97,4177.95,4868.21,4113.33,4088.21,0
74,3993.33,4083.08,4083.08,4086.67,4130.26,4087.69,4083.08,4087.69,4088.72,4098.97,4180.51,4869.74,4119.49,4090.26,0
75,3994.87,4078.97,4082.56,4086.15,4126.15,4091.28,4088.21,4089.74,4088.21,4095.9,4181.03,4866.67,4120.51,4089.23,0
76,3998.46,4081.54,4082.56,4087.69,4125.64,4090.77,4088.21,4088.72,4086.67,4096.41,4191.28,4864.1,4123.08,4089.23,0
77,3995.38,4079.49,4086.15,4087.18,4118.46,4089.74,4086.67,4088.21,4086.67,4097.44,4185.13,4869.74,4121.54,4089.23,0
