TIME, ED_COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, LABEL
15_19_11,43,4327.18,4153.33,4065.13,4089.23,4188.21,3990.26,4123.59,4091.28,4094.36,4108.21,4063.59,4082.56,3983.59,4340.51,0
15_19_11,44,4330.77,4156.92,4067.18,4088.21,4198.97,3983.08,4124.1,4093.33,4091.28,4098.46,4063.08,4083.59,3990.77,4337.95,0
15_19_11,45,4332.31,4151.28,4067.18,4085.13,4181.03,3975.38,4123.08,4093.85,4088.72,4084.1,4071.79,4084.1,3994.87,4342.05,0
15_19_11,46,4318.46,4129.74,4066.15,4085.13,4171.79,3971.79,4121.54,4091.79,4085.13,4064.62,4054.87,4083.59,3981.54,4338.46,0
15_19_11,47,4304.62,4121.54,4066.15,4087.69,4180.51,3970.26,4122.05,4091.28,4081.03,4058.97,4031.28,4082.05,3960.51,4324.1,0
15_19_11,48,4306.67,4135.9,4065.64,4088.72,4174.87,3971.79,4122.05,4090.77,4082.05,4068.72,4036.41,4081.03,3961.03,4320.51,0
15_19_11,49,4307.18,4138.46,4064.1,4087.69,4162.05,3971.28,4122.05,4091.79,4083.08,4081.03,4043.59,4084.1,3965.64,4322.56,0
15_19_11,50,4300,4130.77,4067.18,4088.72,4164.62,3966.15,4123.59,4092.82,4083.08,4077.95,4032.82,4086.67,3955.9,4311.28,0
15_19_12,51,4305.13,4138.46,4068.21,4088.72,4172.82,3969.23,4125.64,4091.28,4082.05,4075.38,4031.28,4083.59,3956.41,4308.72,0
15_19_12,52,4321.03,4144.62,4063.59,4088.72,4173.33,3970.77,4125.13,4090.26,4080.51,4079.49,4034.87,4081.03,3967.18,4317.44,0
15_19_12,53,4320,4137.44,4061.54,4087.69,4162.56,3964.1,4122.05,4092.31,4078.97,4058.46,4023.59,4082.05,3958.46,4316.41,0
15_19_12,54,4309.23,4136.92,4060.51,4085.64,4152.31,3969.23,4120.51,4091.28,4077.44,4035.38,4017.44,4082.56,3950.26,4309.23,0
15_19_12,55,4312.31,4135.9,4059.49,4082.05,4151.28,3980,4122.56,4088.72,4075.38,4038.46,4021.54,4082.56,3958.46,4303.59,0
15_19_12,56,4320,4132.31,4060.51,4080.51,4152.82,3975.9,4120,4089.74,4072.82,4035.38,4016.41,4082.05,3955.38,4296.41,0
15_19_12,57,4317.95,4132.82,4062.05,4083.59,4160.51,3968.21,4113.85,4091.28,4073.33,4022.56,4014.36,4082.56,3949.23,4293.33,0
15_19_12,58,4319.49,4131.79,4059.49,4088.21,4173.33,3970.77,4117.44,4090.77,4080,4040.51,4033.85,4087.18,3963.08,4295.38,0
15_19_12,59,4330.77,4120.51,4058.46,4086.67,4174.36,3978.46,4125.64,4091.28,4085.64,4065.13,4048.21,4086.67,3978.97,4295.9,0
15_19_12,60,4340,4110.26,4061.03,4082.05,4168.72,3978.97,4119.49,4092.82,4082.56,4062.56,4037.44,4081.54,3976.92,4295.9,0
15_19_12,61,4340.51,4113.33,4062.05,4083.08,4162.56,3962.05,4109.23,4091.28,4076.41,4042.05,4016.92,4081.03,3958.46,4288.21,0
15_19_12,62,4338.97,4120,4057.95,4086.67,4147.18,3953.33,4108.72,4089.23,4074.36,4027.18,4006.67,4082.05,3942.05,4277.44,0
15_19_12,63,4345.64,4125.64,4056.92,4090.26,4135.9,3967.18,4113.85,4089.74,4075.38,4047.18,4015.38,4081.54,3947.69,4284.62,0
15_19_12,64,4350.77,4129.74,4057.95,4089.23,4142.05,3968.21,4119.49,4090.77,4076.41,4066.15,4027.18,4081.54,3958.46,4301.03,0
15_19_12,65,4343.59,4125.13,4058.97,4085.64,4159.49,3955.38,4122.56,4092.31,4077.44,4037.95,4028.72,4081.54,3954.87,4304.1,0
15_19_12,66,4340,4123.08,4056.41,4085.13,4178.97,3962.05,4121.54,4095.38,4077.95,4015.38,4031.28,4081.03,3956.41,4298.46,0
15_19_12,67,4343.08,4131.79,4055.38,4086.67,4181.54,3978.46,4121.03,4093.85,4076.41,4023.08,4028.21,4082.05,3956.92,4291.28,0
15_19_12,68,4336.92,4130.26,4058.46,4086.67,4180.51,3982.05,4122.56,4093.85,4076.41,4020.51,4012.82,4081.54,3946.15,4282.05,0
15_19_12,69,4326.67,4113.33,4058.46,4085.64,4190.77,3977.95,4122.56,4096.92,4078.46,4011.28,4013.85,4082.05,3948.21,4274.36,0
15_19_12,70,4325.64,4103.08,4055.9,4083.08,4173.85,3973.33,4121.03,4091.79,4075.9,4022.05,4025.64,4083.08,3956.92,4272.31,0
15_19_12,71,4327.69,4105.13,4053.85,4081.03,4149.74,3967.18,4117.44,4085.64,4077.44,4047.18,4022.56,4082.05,3956.92,4278.97,0
15_19_12,72,4325.64,4113.85,4056.41,4083.08,4174.87,3963.59,4116.41,4089.74,4086.67,4066.15,4030.26,4081.54,3966.15,4285.64,0
15_19_12,73,4325.13,4122.56,4060.51,4083.08,4200.51,3965.13,4121.03,4096.41,4093.33,4073.33,4048.72,4082.05,3979.49,4287.69,0
15_19_12,74,4327.69,4129.23,4056.41,4080.51,4182.05,3973.33,4119.49,4093.33,4092.82,4068.72,4041.54,4082.56,3976.92,4291.28,0
15_19_12,75,4328.72,4137.95,4049.74,4084.62,4169.23,3974.36,4109.74,4089.74,4090.26,4063.08,4030.26,4082.05,3972.82,4288.72,0
15_19_12,76,4327.69,4146.67,4053.33,4090.26,4177.95,3962.56,4106.67,4094.87,4092.82,4066.67,4036.41,4080,3974.87,4277.95,0
15_19_12,77,4324.1,4141.54,4059.49,4089.23,4173.33,3958.97,4109.23,4097.95,4095.38,4057.95,4026.15,4080.51,3963.08,4278.46,0
15_19_12,78,4319.49,4130.26,4055.9,4085.13,4159.49,3969.74,4108.21,4094.36,4085.13,4031.79,4002.05,4082.56,3940.51,4285.64,0
15_19_12,79,4318.46,4121.03,4054.36,4084.62,4164.1,3974.36,4106.15,4090.77,4075.38,4014.36,3998.46,4082.05,3929.23,4280,0
15_19_12,80,4320.51,4116.92,4057.95,4086.15,4180.51,3962.56,4105.64,4092.31,4083.59,4025.13,4010.77,4081.03,3937.44,4274.36,0
15_19_12,81,4320.51,4125.64,4056.92,4087.18,4189.74,3953.33,4107.18,4092.82,4095.38,4050.77,4020.51,4081.54,3959.49,4281.54,0
15_19_12,82,4320.51,4136.92,4056.41,4088.21,4191.28,3961.54,4110.77,4092.31,4093.33,4082.56,4032.31,4084.1,3980,4290.77,0
15_19_12,83,4325.13,4140.51,4057.95,4087.69,4187.18,3973.33,4112.31,4093.33,4090.77,4102.56,4045.13,4083.08,3989.23,4293.33,0
15_19_12,84,4327.18,4140.51,4060,4087.69,4174.36,3971.28,4113.33,4095.38,4094.87,4080,4044.62,4077.44,3992.31,4294.36,0
15_19_12,85,4327.69,4149.23,4060,4087.18,4150.26,3963.08,4118.97,4097.95,4096.92,4066.15,4047.69,4079.49,3998.46,4302.56,0
15_19_12,86,4333.33,4157.44,4057.44,4087.69,4132.31,3968.72,4122.56,4097.44,4095.38,4091.79,4061.03,4086.67,4003.08,4306.67,0
15_19_12,87,4338.46,4158.46,4056.41,4088.21,4147.69,3976.92,4122.05,4096.92,4092.31,4095.9,4062.56,4085.13,3996.41,4300.51,0
15_19_12,88,4333.33,4155.38,4056.41,4088.21,4176.41,3974.87,4119.49,4097.44,4091.28,4064.62,4050.26,4080,3981.54,4293.85,0
15_19_12,89,4324.62,4146.15,4055.9,4090.26,4172.82,3970.77,4116.92,4093.33,4089.74,4046.67,4044.62,4081.54,3972.82,4291.79,0
15_19_12,90,4321.03,4138.46,4058.97,4090.26,4153.85,3971.28,4112.31,4089.74,4089.23,4052.31,4044.1,4083.08,3972.31,4292.31,0
15_19_12,91,4322.05,4137.44,4063.08,4084.62,4158.97,3973.33,4108.21,4092.82,4092.82,4046.15,4042.56,4082.56,3969.74,4292.82,0
15_19_12,92,4325.64,4136.92,4060,4085.13,4166.15,3974.36,4112.82,4097.95,4093.33,4046.15,4045.64,4082.05,3968.21,4294.36,0
15_19_12,93,4322.05,4134.36,4054.87,4090.77,4147.69,3971.79,4116.92,4099.49,4092.82,4067.69,4044.1,4081.03,3970.77,4295.9,0
15_19_12,94,4312.82,4133.85,4057.95,4086.67,4131.28,3971.79,4110.26,4097.95,4094.87,4071.79,4040,4081.54,3974.87,4292.82,0
15_19_12,95,4314.87,4135.38,4063.59,4082.05,4138.97,3974.36,4105.13,4101.03,4099.49,4060.51,4043.59,4083.08,3980.51,4290.26,0
15_19_12,96,4326.15,4140,4062.56,4086.15,4154.87,3973.33,4110.26,4104.1,4098.46,4068.21,4052.82,4082.56,3990.26,4293.33,0
15_19_12,97,4322.05,4140.51,4058.97,4085.64,4158.97,3970.26,4112.31,4099.49,4092.82,4087.18,4057.44,4082.56,3993.85,4295.38,0
15_19_12,98,4308.72,4136.92,4059.49,4082.56,4154.36,3968.72,4109.74,4091.79,4091.28,4073.85,4046.15,4081.54,3978.46,4292.82,0
15_19_12,99,4309.74,4137.44,4061.54,4084.1,4152.31,3970.26,4110.77,4090.77,4092.31,4051.28,4031.28,4081.03,3966.15,4292.31,0
15_19_12,100,4313.85,4132.31,4061.03,4084.1,4156.92,3972.82,4109.74,4092.31,4090.26,4053.85,4033.85,4080.51,3977.44,4294.36,0
15_19_12,101,4304.62,4107.69,4058.46,4084.1,4155.9,3972.82,4109.74,4091.28,4089.23,4058.46,4037.95,4081.54,3986.67,4292.31,0
15_19_12,102,4294.87,4088.21,4057.44,4087.18,4142.05,3971.79,4109.74,4089.23,4091.28,4055.38,4032.82,4084.1,3987.69,4293.85,0
15_19_12,103,4300.51,4087.69,4061.03,4090.26,4132.82,3975.9,4109.23,4090.77,4092.31,4061.54,4048.72,4085.13,4006.67,4304.1,0
15_19_12,104,4307.18,4086.15,4060.51,4088.72,4142.56,3976.41,4113.85,4094.87,4095.9,4081.03,4078.97,4083.59,4031.79,4308.72,0
15_19_12,105,4300,4084.62,4057.44,4086.67,4157.44,3973.85,4120.51,4098.97,4106.67,4089.74,4086.15,4081.54,4037.95,4305.13,0
15_19_12,106,4295.38,4085.13,4058.97,4085.64,4148.21,3975.9,4123.59,4099.49,4110.26,4091.79,4076.41,4085.13,4034.87,4307.18,0
15_19_12,107,4304.1,4078.97,4062.05,4084.62,4122.05,3970.77,4121.03,4098.97,4103.59,4094.87,4067.18,4088.21,4032.82,4310.26,0
15_19_12,108,4306.67,4073.33,4059.49,4084.62,4122.56,3961.54,4115.38,4101.03,4096.92,4089.74,4060,4083.59,4028.21,4301.54,0
15_19_12,109,4291.28,4073.85,4060,4086.15,4142.56,3957.44,4109.23,4097.44,4088.72,4076.41,4055.9,4080,4015.9,4293.33,0
15_19_12,110,4278.97,4075.9,4065.64,4083.59,4144.62,3956.41,4106.15,4090.26,4081.54,4067.18,4049.74,4081.54,4004.1,4293.33,0
15_19_12,111,4280.51,4074.87,4066.15,4082.05,4146.15,3964.62,4106.15,4095.38,4084.62,4077.44,4041.54,4083.08,4004.1,4293.33,0
15_19_12,112,4281.03,4074.87,4061.54,4085.64,4157.44,3973.85,4107.69,4105.64,4090.77,4091.28,4042.05,4081.54,4004.62,4292.82,0
15_19_12,113,4275.38,4078.46,4060.51,4085.13,4151.28,3967.18,4109.23,4105.13,4090.26,4092.82,4044.62,4081.54,4001.54,4293.85,0
15_19_12,114,4269.23,4081.03,4063.59,4084.1,4141.03,3960,4107.69,4101.54,4088.72,4087.69,4036.92,4082.56,4004.62,4293.33,0
