TIME, ED_COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, LABEL
11_43_45,10,3949.23,4072.82,3992.31,4017.44,3905.13,4008.72,3729.74,4020.51,4105.13,4028.72,4534.87,3314.36,3836.41,3997.95,0
11_43_45,11,3950.26,4076.92,3991.28,4017.44,3904.1,4011.28,3729.23,4020.51,4104.62,4028.21,4520,3317.44,3854.36,3998.46,0
11_43_45,12,3953.33,4081.03,3994.36,4015.9,3900.51,4013.33,3727.18,4021.54,4104.62,4029.23,4494.36,3317.95,3873.33,3997.44,0
11_43_45,13,3951.28,4081.54,3996.92,4015.38,3903.59,4014.36,3724.62,4022.56,4105.13,4028.21,4483.59,3313.85,3881.54,3996.41,0
11_43_45,14,3944.1,4077.95,3992.82,4014.87,3902.05,4014.87,3724.1,4023.08,4104.62,4023.08,4500,3313.33,3889.23,3988.72,0
11_43_45,15,3937.95,4075.9,3986.15,4015.38,3898.46,4012.82,3724.1,4026.67,4104.1,4020,4509.74,3313.85,3900.51,3981.54,0
11_43_45,16,3934.36,4076.92,3987.69,4019.49,3900.51,4010.77,3722.56,4024.62,4105.64,4022.05,4505.64,3312.31,3907.18,3978.46,0
11_43_45,17,3935.38,4077.44,3992.31,4020,3901.54,4009.74,3723.59,4018.97,4105.64,4022.05,4507.69,3311.28,3914.87,3978.97,0
11_43_45,18,3935.38,4075.9,3991.79,4014.87,3896.92,4011.79,3724.1,4020,4104.62,4021.03,4509.23,3311.28,3919.49,3977.95,0
11_43_45,19,3933.85,4075.38,3988.21,4014.36,3896.92,4014.36,3725.13,4020.51,4106.15,4026.15,4502.56,3310.26,3919.49,3976.92,0
11_43_45,20,3932.82,4075.9,3989.23,4019.49,3902.56,4014.36,3725.64,4019.49,4104.62,4031.79,4498.97,3308.72,3919.49,3978.46,0
11_43_45,21,3934.87,4076.41,3991.28,4020,3903.59,4011.28,3724.62,4025.64,4100.51,4029.74,4497.95,3309.74,3924.62,3980,0
11_43_45,22,3934.87,4071.79,3993.33,4017.44,3901.03,4011.79,3724.62,4030.26,4102.56,4029.23,4490.26,3311.79,3923.08,3979.49,0
11_43_45,23,3936.41,4067.18,3992.31,4021.03,3902.56,4012.31,3729.23,4027.18,4105.13,4032.82,4486.15,3312.82,3918.97,3980,0
11_43_45,24,3938.46,4066.67,3992.82,4029.23,3905.64,4013.33,3728.72,4026.67,4104.62,4028.72,4488.72,3314.87,3920,3979.49,0
11_43_45,25,3936.41,4066.67,3994.87,4031.28,3907.69,4011.79,3724.62,4026.15,4105.13,4020.51,4484.1,3315.38,3928.21,3979.49,0
11_43_45,26,3931.79,4066.15,3992.82,4028.72,3905.64,4009.74,3724.62,4024.62,4104.1,4020.51,4478.46,3315.38,3934.87,3980,0
11_43_45,27,3932.31,4064.62,3990.77,4031.28,3902.05,4010.26,3726.67,4025.13,4102.05,4022.05,4479.49,3315.38,3937.44,3981.03,0
11_43_45,28,3932.82,4061.03,3990.77,4032.31,3902.05,4013.85,3725.64,4028.72,4105.13,4019.49,4475.38,3314.87,3938.46,3980,0
11_43_45,29,3930.26,4060.51,3991.79,4029.74,3909.23,4012.82,3728.21,4030.26,4106.67,4022.05,4463.59,3313.85,3942.05,3979.49,0
11_43_45,30,3930.77,4062.56,3993.33,4031.79,3915.38,4010.77,3732.31,4027.69,4098.97,4029.23,4458.46,3314.36,3942.56,3980,0
11_43_45,31,3935.38,4061.54,3993.85,4034.87,3915.38,4012.31,3732.31,4026.67,4099.49,4030.77,4463.59,3313.85,3941.03,3980,0
11_43_45,32,3937.95,4058.97,3987.18,4034.36,3916.41,4012.31,3730.26,4026.67,4106.67,4029.74,4463.08,3309.74,3945.13,3978.97,0
11_43_45,33,3936.41,4058.97,3985.13,4031.79,3924.1,4011.79,3731.79,4023.59,4104.62,4029.74,4456.41,3307.69,3948.72,3976.41,0
11_43_45,34,3933.85,4057.44,3989.74,4030.77,3932.31,4012.82,3733.33,4023.08,4099.49,4029.74,4455.38,3310.77,3950.26,3973.85,0
11_43_45,35,3935.9,4055.38,3989.74,4034.36,3940.51,4012.82,3731.28,4022.56,4099.49,4029.23,4453.85,3313.33,3951.28,3972.82,0
11_43_45,36,3943.08,4051.79,3989.74,4035.38,3944.1,4011.79,3734.87,4018.46,4104.62,4029.23,4450.26,3311.28,3953.33,3975.38,0
11_43_45,37,3942.05,4047.18,3992.31,4031.28,3942.56,4013.85,3737.44,4021.03,4105.64,4029.23,4448.21,3311.28,3957.95,3974.36,0
11_43_45,38,3935.38,4050.26,3989.23,4028.72,3941.54,4014.36,3735.9,4028.21,4100.51,4029.23,4448.21,3311.79,3966.15,3974.36,0
11_43_45,39,3934.36,4052.82,3984.62,4030.77,3942.05,4011.79,3737.44,4026.15,4099.49,4029.23,4448.72,3310.26,3968.72,3972.82,0
11_43_45,40,3940,4048.21,3985.64,4030.77,3941.54,4010.77,3741.54,4023.59,4102.05,4029.23,4446.15,3308.72,3970.77,3972.82,0
11_43_45,41,3940.51,4043.59,3988.72,4029.23,3939.49,4012.82,3736.92,4027.18,4102.56,4029.23,4439.49,3309.23,3972.31,3972.31,0
11_43_45,42,3940.51,4044.62,3991.28,4029.74,3936.92,4013.33,3733.85,4027.18,4103.08,4029.23,4440.51,3309.74,3970.26,3971.28,0
11_43_45,43,3936.92,4044.62,3992.31,4034.87,3938.46,4012.31,3740,4024.1,4105.13,4029.23,4443.08,3311.28,3971.28,3967.18,0
11_43_45,44,3934.36,4041.54,3991.28,4037.95,3938.46,4012.31,3747.18,4025.64,4105.13,4029.23,4435.9,3311.28,3978.97,3966.15,0
