0.809644,0.269208,0.45041,0.701264,0.252847,0.605611,0.279775,0.449631,0.421312,0.190872,0.342947,0.0560118,0.333401,0.181442,0.0663844,0.485463,0.251848,0.204023,0.266435,0.315438,0.233541,0.344274,0.196731,0.456797,0.243488,0.310932,0.284219,0.251205,0.24365,0.139986,0.0902984,0.0831389,0.0997885,0.120638,0.0691177,0.158835,0.146304,0.102854,0.117248,0.104511,0.207975,0.350279,0.439,0.187538,0.201818,0.140396,0.361812,0.515477,0.314643,0.353662,0.171283,0.406844,0.0770576,0.233749,0.230026,0.11849,0.151214,0.152865,0.194349,0.125055,0.26357,0.370406,0.211237,0.307786,0.20105,0.865858,0.589369,0.515783,0.713571,0.298803,0,50
1.46375,0.450759,0.316629,0.638204,0.237626,0.842455,0.582558,0.273702,0.306346,0.258016,0.364777,0.0523325,0.159178,0.161852,0.0585041,0.771141,0.216892,0.206601,0.291848,0.306739,0.495226,0.277341,0.129586,0.417006,0.228365,0.570555,0.245279,0.2757,0.428834,0.130759,0.183794,0.0693364,0.147795,0.190861,0.071688,0.202358,0.184812,0.123657,0.253829,0.100134,0.418641,0.438153,0.271621,0.375823,0.153727,0.368131,0.514866,0.452271,0.479483,0.397181,0.322365,0.333583,0.0916063,0.244562,0.176496,0.207253,0.224496,0.0652997,0.198479,0.0885687,0.342948,0.379262,0.217322,0.276562,0.230604,1.64352,0.792234,0.380153,0.554358,0.224309,0,55
0.9049,0.401254,0.283168,0.520448,0.14319,0.597976,0.351126,0.321195,0.285106,0.218529,0.200297,0.0604322,0.261244,0.0880213,0.0377118,0.570302,0.216881,0.13472,0.221452,0.315116,0.39516,0.169096,0.0477935,0.38567,0.20426,0.469675,0.147775,0.143162,0.253406,0.101327,0.0964549,0.0810769,0.0576722,0.150424,0.0546559,0.160474,0.131815,0.125275,0.124913,0.0708826,0.405191,0.527413,0.456052,0.29607,0.098823,0.522005,0.652904,0.569553,0.425367,0.422759,0.276006,0.278229,0.264371,0.286347,0.175315,0.149959,0.188507,0.104038,0.132563,0.0425705,1.12674,0.607958,0.324177,0.251362,0.160762,1.33675,0.598162,0.459374,0.466291,0.16979,0,60
1.00421,0.521108,0.482163,0.363539,0.200772,0.472321,0.326934,0.226687,0.288044,0.22399,0.33959,0.111877,0.36118,0.0894394,0.0594262,0.313212,0.366466,0.323024,0.224779,0.331335,0.164764,0.133638,0.0555551,0.450472,0.226049,0.306588,0.140383,0.155874,0.207633,0.119519,0.106777,0.0890756,0.0552074,0.129362,0.0500221,0.126835,0.254043,0.17905,0.116745,0.066686,0.479158,0.900905,0.545304,0.274921,0.123757,0.726502,0.926737,0.579621,0.343836,0.291537,0.389045,0.312307,0.344037,0.205752,0.17253,0.412385,0.242417,0.169795,0.0748384,0.0628407,1.47793,0.743945,0.451241,0.330663,0.167268,1.66493,0.965781,0.830437,0.387664,0.204437,0,65
0.963967,0.630683,0.525773,0.368075,0.16768,0.352272,0.241435,0.300253,0.323787,0.219704,0.279564,0.121285,0.285795,0.0909115,0.0667353,0.281114,0.317886,0.280149,0.425936,0.368334,0.204844,0.181992,0.0935049,0.416483,0.255167,0.248708,0.208328,0.226709,0.342398,0.108853,0.112648,0.0541182,0.0681655,0.130687,0.0560963,0.0789018,0.137307,0.101082,0.164982,0.0795946,0.362885,0.572061,0.433595,0.378739,0.124261,0.548562,0.594483,1.24221,0.406453,0.228112,0.252761,0.200977,0.552957,0.228782,0.114522,0.373209,0.251054,0.174352,0.10123,0.0846354,0.680323,0.347519,0.653005,0.344938,0.163261,1.18632,0.884766,1.01076,0.572282,0.156595,0,70
0.789348,0.476204,0.574581,0.440977,0.171413,0.329642,0.306181,0.464607,0.323892,0.216495,0.109649,0.0952311,0.462646,0.0880941,0.0605684,0.317899,0.289035,0.433945,0.47444,0.338707,0.205732,0.177271,0.0949246,0.284796,0.183879,0.307788,0.190102,0.133097,0.326013,0.127914,0.117231,0.082316,0.116892,0.107336,0.0821325,0.0798999,0.073564,0.0890836,0.143676,0.091656,0.24913,0.237841,0.634149,0.445726,0.163179,0.251258,0.644455,2.06648,0.510525,0.320989,0.113442,0.248905,0.690037,0.212605,0.116288,0.142592,0.115306,0.488097,0.123916,0.102062,0.427164,0.238431,0.711194,0.342884,0.222677,0.532697,0.53936,0.944278,0.679164,0.155832,0,75
1.0403,0.525167,0.885874,0.498244,0.192901,0.456669,0.661178,0.505816,0.23398,0.199482,0.104226,0.0630476,0.404714,0.0984216,0.0704084,0.423954,0.391345,0.504582,0.430733,0.297446,0.461267,0.183199,0.0677024,0.28873,0.172256,0.392254,0.175146,0.220652,0.287519,0.114635,0.0657675,0.0910458,0.141269,0.105932,0.0895909,0.101653,0.0556857,0.145781,0.202779,0.0956069,0.285546,0.141398,0.517219,0.462823,0.168191,0.278332,0.374671,0.943553,0.374331,0.349241,0.185422,0.125942,0.406873,0.28263,0.158849,0.100243,0.115016,0.500334,0.142194,0.0899343,0.491688,0.272001,0.841697,0.339904,0.192929,1.03942,0.634108,1.47979,0.7863,0.190753,0,80
1.18278,1.29452,0.477082,0.397637,0.163709,0.500929,1.10768,0.256075,0.211052,0.137346,0.178909,0.155133,0.284916,0.0795409,0.0649123,0.554172,0.558986,0.297752,0.344237,0.422709,0.373153,0.29681,0.102574,0.31931,0.212492,0.34678,0.197845,0.326195,0.238684,0.0817277,0.0658846,0.0685915,0.134295,0.147241,0.065886,0.108615,0.101318,0.156836,0.229579,0.0844889,0.515083,0.23354,0.337415,0.505806,0.112892,0.820911,0.54005,0.568181,0.419388,0.204595,0.350562,0.591874,0.312886,0.314184,0.146583,0.0802503,0.240286,0.271774,0.17692,0.0682734,0.609007,1.5536,0.541818,0.318397,0.12003,1.54329,1.86615,0.857248,0.696391,0.228362,0,85
0.801869,1.3491,0.353944,0.350261,0.11645,0.462964,1.11743,0.288653,0.280256,0.161625,0.247529,0.283829,0.517334,0.0596379,0.0517095,0.431415,0.640637,0.20024,0.284505,0.355811,0.355046,0.302222,0.142394,0.468156,0.218568,0.252279,0.204442,0.232185,0.168526,0.0957417,0.0995741,0.128757,0.05427,0.141718,0.0516947,0.0701222,0.179058,0.221023,0.18397,0.0852363,0.409746,0.332548,0.677751,0.343405,0.107218,0.769234,1.14257,0.305038,0.30712,0.136494,0.290823,1.61013,0.247699,0.156589,0.123879,0.148579,0.317808,0.231069,0.185911,0.0664034,0.680814,4.3973,0.501116,0.270474,0.130529,1.58122,2.76433,0.575706,0.389849,0.172142,0,90
1.09913,0.668093,0.281565,0.48359,0.186283,1.2799,0.744999,0.317328,0.382322,0.25665,0.207848,0.254134,0.443581,0.116158,0.0787927,0.709424,0.310248,0.179293,0.242024,0.366405,0.341543,0.337384,0.201838,0.347666,0.211866,0.390503,0.233912,0.436455,0.250354,0.144166,0.106182,0.0823937,0.121687,0.113432,0.0552687,0.150309,0.139359,0.0685616,0.375125,0.100171,0.677556,0.497103,0.203851,0.501636,0.150813,0.760129,1.22185,0.407963,0.503249,0.314085,0.231853,0.652123,0.237566,0.189923,0.148262,0.241353,0.154919,0.139284,0.137497,0.128043,0.801602,2.55385,0.465345,0.444802,0.192596,0.93365,0.962414,0.362105,0.636214,0.178341,0,95
0.956682,0.978964,1.41506,0.982706,0.152574,0.880096,0.431331,0.45212,0.772523,0.210068,0.273111,0.21465,0.860983,0.140882,0.0616962,0.695035,0.331289,0.99414,0.380895,0.354739,0.223779,0.408992,0.673261,0.522158,0.163842,0.530357,0.331998,0.301913,0.169308,0.0909286,0.236757,0.241749,0.227831,0.0831983,0.0659985,0.105029,0.431412,0.318871,0.146543,0.106372,0.344372,0.93909,0.337608,0.367188,0.128634,0.483725,0.980327,0.566109,0.558353,0.31073,0.988911,0.421915,0.337431,0.238525,0.162954,0.208425,0.375191,0.506564,0.315982,0.0749668,0.615317,0.635905,0.510911,0.286876,0.225073,1.66415,1.96199,1.28254,1.02737,0.194662,0,150
1.07603,0.654761,1.23965,0.717968,0.193265,0.434745,0.380372,0.549277,0.433213,0.220252,0.213049,0.254963,0.396409,0.119063,0.0815201,0.41154,0.298239,0.279436,0.348642,0.332902,0.501372,0.444261,0.377517,0.430996,0.16728,0.538287,0.479031,0.464556,0.161285,0.112795,0.316177,0.286731,0.366318,0.0957503,0.0711022,0.120283,0.415524,0.67487,0.148798,0.0893966,0.54043,0.586635,1.4866,0.212861,0.156255,0.32303,0.298319,1.02846,0.320974,0.264426,0.118174,0.279557,0.505943,0.35249,0.236384,0.175808,0.134054,0.13243,0.243536,0.097324,0.406122,0.258917,0.436471,0.369201,0.186403,1.1435,0.729533,1.44401,1.10099,0.250667,0,155
