207.162,22.2015,2.79484,0.510117,0.494133,65.05,7.84471,6.60872,1.87895,0.51772,1.30973,0.385407,0.521058,0.100961,0.0740533,5.58526,0.74713,0.253699,0.283113,0.211863,3.16271,0.91246,0.30111,0.473512,0.191105,1.82894,0.637646,0.310677,0.0831767,0.146849,1.14664,0.44525,0.291248,0.114272,0.143765,3.39788,1.13195,2.36545,0.269825,0.449269,1.97489,0.93431,2.12845,0.319883,0.382064,20.4214,1.61563,1.91338,0.581724,0.275211,1.51208,0.961944,0.598969,0.220984,0.126409,16.6326,2.21467,1.61758,0.560182,0.172177,22.8426,5.47865,1.16067,0.553414,0.146329,129.71,18.8602,3.18935,0.973982,0.273149,0,65,,,,,,
43.0027,6.01765,1.07411,0.319992,0.14169,5.84855,0.618422,0.154772,0.287527,0.12387,0.327721,0.191497,0.375568,0.0876426,0.0532071,0.891682,0.153935,0.111279,0.112478,0.135804,0.291118,0.159796,0.0992225,0.120718,0.093127,0.806946,0.710879,0.293951,0.0702222,0.140334,0.574499,0.396121,0.159512,0.0951356,0.112198,1.58718,1.52538,1.10618,0.509896,0.380447,0.633345,0.783841,0.991475,0.326916,0.31061,0.958782,1.02629,1.08167,0.482055,0.186982,0.40875,0.328401,0.386377,0.175448,0.080635,1.61553,0.715985,0.7623,0.309332,0.135602,2.88091,1.33765,0.605046,0.296955,0.144882,39.7684,6.53435,1.64525,0.427503,0.146379,0,70,,,,,,
3.46272,1.66922,1.04216,0.585906,0.21523,2.74977,0.93229,0.217402,0.319642,0.124421,0.120487,0.108745,0.16301,0.114655,0.0670385,0.248858,0.465495,0.0967669,0.10954,0.197105,0.285721,0.268545,0.188904,0.166486,0.076738,0.37571,0.415728,0.291359,0.154686,0.115307,0.364368,0.187849,0.209785,0.290844,0.0974334,0.718401,1.07139,1.50425,0.823353,0.390222,0.284696,0.647978,1.35816,0.389278,0.310917,0.437047,0.958923,1.49994,0.349044,0.149415,0.103754,0.145779,0.479869,0.167225,0.0975555,0.33304,0.337268,0.39141,0.268957,0.112053,0.87461,1.40121,1.15771,0.251888,0.171484,3.39846,1.3902,1.32545,0.64281,0.186011,1,75,,,,,,
2.69058,1.71191,1.19941,0.982335,0.199382,3.62391,2.67583,0.518384,0.433744,0.153127,0.194309,0.201842,0.14468,0.146158,0.0642789,0.660123,0.909962,0.352343,0.339582,0.165344,0.3741,0.517519,0.165815,0.145826,0.091627,0.453337,0.609835,0.474155,0.263847,0.11004,0.265986,0.492947,0.21348,0.383153,0.118083,0.621817,1.83101,1.33474,0.835199,0.338737,0.265489,1.44298,1.15748,0.626147,0.235125,0.42902,1.54734,1.58048,0.57513,0.150488,0.158417,0.340474,0.55404,0.320074,0.102056,0.725601,0.687179,0.462031,0.429279,0.107323,1.2487,1.22796,1.24146,0.489574,0.179161,3.46724,2.18547,1.56259,0.980067,0.186951,0,80,,,,,,
83.8252,6.37784,3.0052,1.11361,0.503396,101.307,21.968,0.797986,0.468668,0.220946,0.86469,0.223945,0.142817,0.107721,0.0498004,8.1147,0.773121,0.468873,0.321496,0.138061,3.53792,4.10777,2.38472,1.20318,0.219615,0.679033,0.609712,0.569093,0.184551,0.0974491,0.289536,0.517721,0.313127,0.215658,0.125697,1.38712,2.29564,1.60864,0.706506,0.381955,0.791795,1.76391,1.32106,0.700454,0.23485,10.4795,2.91851,2.03714,0.528509,0.254309,0.417482,0.356458,0.449049,0.217434,0.0837125,1.14754,0.482409,0.591406,0.297234,0.131847,58.1118,6.86436,1.33899,0.596861,0.162918,64.7645,11.8542,2.95523,0.792312,0.532585,0,85,,,,,,
372.455,31.6492,8.96497,1.99201,1.16714,344.374,75.1203,1.43864,0.936785,0.468977,3.10747,0.567684,0.328059,0.0661389,0.0654226,28.7647,1.28549,0.785699,0.164603,0.178532,19.6722,16.2995,7.68696,4.05124,0.921973,1.53161,0.821519,0.286872,0.114912,0.11581,0.758141,0.62318,0.308151,0.141164,0.142798,3.64598,2.41765,2.1937,0.799524,0.534781,1.73628,1.69288,1.25737,0.676849,0.28285,37.6742,4.38029,2.05058,0.433916,0.374731,0.926154,0.147396,0.350246,0.123493,0.136549,2.80181,0.530027,0.591061,0.257993,0.160402,194.581,19.628,1.56668,0.544023,0.203503,196.156,31.0662,6.20279,0.508392,1.08301,0,90,,,,,,
147.671,16.7967,4.06074,1.04578,0.497147,105.44,24.6775,0.681627,0.569739,0.277931,1.30832,0.298481,0.319174,0.0661266,0.0790558,10.5877,0.608617,0.50153,0.10356,0.193305,14.287,7.51974,2.92352,1.68492,0.61999,0.837532,0.457974,0.13938,0.131821,0.166603,0.434767,0.364051,0.22538,0.149877,0.141546,1.80484,0.950027,0.938409,0.79414,0.530523,1.14455,0.640752,0.774371,0.568205,0.318044,12.6234,1.32776,1.46638,0.362471,0.288741,0.506245,0.16456,0.356577,0.211218,0.136895,1.93474,0.95838,0.641613,0.376895,0.118732,57.4552,5.72283,1.17236,0.378469,0.244806,57.5249,10.4905,2.50501,0.652443,0.447138,0,95,,,,,,
4.34034,1.77192,1.92423,0.663083,0.266058,1.54059,1.22302,0.666977,0.348968,0.218056,0.204819,0.112306,0.307666,0.144656,0.106665,1.39021,0.424362,0.389409,0.152648,0.229573,0.859048,0.416775,0.203885,0.172883,0.136122,0.403744,0.25418,0.250555,0.20486,0.207924,0.174289,0.17763,0.523653,0.183736,0.187331,0.921229,0.607418,1.38403,0.797169,0.64965,0.902081,0.616299,0.932933,0.597914,0.370521,1.6414,1.11697,1.38436,0.389135,0.294856,0.319903,0.278182,0.696876,0.355147,0.130694,1.82439,0.999694,1.2264,0.594266,0.18355,1.55334,1.10175,1.29931,0.527557,0.294452,2.67293,2.20279,2.55498,1.05351,0.244283,1,100,,,,,,
0.894484,0.762408,2.1612,0.427341,0.236422,1.5706,0.694602,0.929614,0.267171,0.135979,0.173032,0.0516451,0.263291,0.147284,0.080666,0.463273,0.289786,0.484841,0.127042,0.135833,0.196569,0.214461,0.121956,0.138023,0.0672061,0.221481,0.175215,0.573877,0.207644,0.129064,0.0890955,0.24765,0.886339,0.115075,0.128174,0.696483,1.27465,2.91807,0.461366,0.480251,0.639913,1.0383,2.30212,0.520836,0.327097,0.574191,1.6897,3.39886,0.579052,0.220313,0.192093,0.3524,0.770358,0.228659,0.163994,0.858367,0.403953,1.39208,0.369816,0.174091,1.28739,0.756191,1.52386,0.330991,0.204123,0.883979,0.993635,2.89403,0.604931,0.204642,0,105,,,,,,
45.0188,15.1136,2.45021,0.670652,0.393429,190.96,9.34925,1.96588,1.2702,0.387771,0.53627,0.0682807,0.382092,0.0988224,0.0499063,8.64615,3.58847,0.966144,0.272057,0.191088,4.17617,2.82835,1.29368,0.452655,0.146849,0.582678,0.203231,0.628843,0.26776,0.127881,0.283452,0.268716,0.934132,0.324365,0.161042,1.85805,1.0395,4.49524,0.999873,0.590508,1.29394,0.739429,4.02771,1.03494,0.393395,11.8988,1.24505,4.47102,0.941516,0.309892,0.887503,0.409614,0.964829,0.214917,0.135478,0.604668,0.220305,1.68789,0.208853,0.107595,23.363,4.48231,2.01815,0.262017,0.235507,63.0633,25.7046,5.56636,0.78566,0.376741,0,110,,,,,,
524.52,197.589,10.46,3.52628,2.0926,2335.76,71.4923,17.1846,10.4922,3.24762,4.30544,0.293391,1.03124,0.224668,0.0654714,69.7389,41.2477,7.7398,1.71429,0.424228,38.3739,17.0395,9.80084,2.27359,0.637756,4.05886,0.686187,0.232242,0.20135,0.140297,2.12219,0.538956,0.441662,0.310411,0.212707,8.11502,1.25951,2.48189,1.17177,0.661631,5.53727,0.930388,1.91354,0.786316,0.376646,130.96,2.43828,1.45822,0.687803,0.553869,11.0795,2.25636,0.6963,0.46603,0.173863,1.90215,0.187254,0.662734,0.217023,0.140192,180.792,37.1028,2.69186,0.505464,0.564313,730.961,271.691,18.3896,5.81546,2.05471,0,115,,,,,,
28.1217,15.429,4.13284,0.639617,0.320742,119.684,7.34432,2.12968,0.72119,0.306375,0.438167,0.390496,0.585502,0.116986,0.0654029,2.37433,2.26485,1.37693,0.386531,0.176972,3.1524,0.607221,0.55931,0.340843,0.166384,0.944847,1.94413,1.17223,0.223105,0.190983,0.465207,2.14088,1.35385,0.267999,0.162891,1.76795,10.2849,4.40566,1.01438,0.63111,1.52074,10.9013,4.58375,0.895465,0.307946,8.26246,18.6708,7.51571,0.546813,0.334769,0.809857,2.56728,1.04164,0.172453,0.140651,0.72444,3.66651,2.26257,0.288853,0.186917,5.95156,8.18146,3.87933,0.443197,0.301874,25.4543,15.4418,5.09234,0.938679,0.3532,0,120,,,,,,
9.57062,5.41026,2.97967,1.51389,0.549655,12.7564,5.65358,2.51782,1.33949,0.571845,0.229126,0.196885,0.31726,0.168157,0.0702129,0.766942,0.911308,0.757706,0.403178,0.190894,0.290074,0.371178,0.247994,0.122957,0.0697088,0.506026,1.03147,0.992165,0.27891,0.123055,0.226305,0.747888,0.910057,0.407277,0.134038,1.29566,3.50858,2.55488,1.30998,0.584087,1.27764,3.3853,2.75542,1.44996,0.315747,1.19055,6.02642,3.20397,0.963323,0.288544,0.436274,0.921346,0.442837,0.281462,0.110382,0.452494,1.18478,0.910288,0.37347,0.153985,1.17911,2.74922,1.66814,0.55569,0.243104,14.7468,7.38829,4.58599,2.16149,0.763193,1,125,,,,,,
2.68457,1.1278,0.633034,0.887143,0.18697,5.91417,2.71051,0.629061,0.681918,0.225736,0.291301,0.0924047,0.127565,0.202436,0.047316,1.11866,0.520107,0.535754,0.346198,0.109807,0.506514,0.303453,0.341809,0.204373,0.069884,0.41188,0.30749,0.57944,0.310417,0.0899274,0.289365,0.354083,0.407223,0.387956,0.101332,1.3296,1.27084,1.0252,0.804857,0.490828,1.47707,0.681704,0.869417,0.886816,0.275223,1.89092,0.609877,1.26991,1.02256,0.206784,0.249106,0.317825,0.314048,0.352644,0.0897384,0.249788,0.39128,0.292003,0.404348,0.0903596,2.72687,1.22517,0.614077,0.683081,0.190377,3.32903,1.22407,1.26974,1.00917,0.18705,0,130,,,,,,
71.4287,5.51652,1.03212,0.776212,0.531003,111.021,30.3486,1.83823,0.446853,0.267648,1.6503,0.0865533,0.133748,0.153056,0.0407493,11.9374,0.320061,0.43636,0.180317,0.0943042,11.7276,4.70004,6.73488,0.866759,0.245082,0.838182,0.127414,0.505837,0.225832,0.0891501,0.636605,0.369266,0.231572,0.287778,0.108021,2.76982,1.19251,1.25801,0.464423,0.445525,2.17779,0.539155,0.697445,0.339251,0.220056,32.0879,2.13125,1.1878,0.614642,0.256252,0.910384,0.341431,0.313123,0.153998,0.113546,1.02685,0.308228,0.332982,0.261904,0.100486,93.9851,7.80402,0.417021,0.50986,0.17504,77.2342,10.957,5.07161,0.770078,0.374784,0,135,,,,,,
182.411,15.5141,1.38699,1.15318,0.85602,246.06,66.0387,3.23038,0.539568,0.367047,3.38109,0.0721995,0.126742,0.180517,0.050713,23.1864,0.520358,0.626729,0.128972,0.124313,22.3659,9.74415,17.0408,1.63965,0.537134,0.95116,0.281968,0.248372,0.138444,0.0853754,0.601964,0.578721,0.130418,0.167643,0.10981,4.12401,1.61638,1.82628,0.475612,0.625264,2.18266,0.747705,0.738116,0.305475,0.314922,73.5433,4.01674,1.19086,0.435822,0.365531,2.05749,0.348217,0.349333,0.0589636,0.134736,1.84906,0.36842,0.424581,0.160943,0.125273,202.713,15.1522,0.349754,0.353288,0.224113,189.528,20.1671,8.57764,0.581271,0.527059,0,140,,,,,,
43.8479,4.3293,0.51879,0.617231,0.224356,45.7442,12.3682,0.566612,0.292975,0.179428,0.822474,0.0352871,0.0617679,0.0857049,0.0440388,4.37612,0.272619,0.383796,0.150756,0.14276,3.67471,2.04731,4.05624,0.452516,0.220288,0.415099,0.359788,0.311921,0.130429,0.10556,0.258265,0.428184,0.249854,0.078816,0.119026,1.34019,0.675869,0.69257,0.713047,0.459674,0.775085,0.584965,0.345585,0.381748,0.23807,15.2338,1.35165,0.514977,0.317951,0.247733,0.554384,0.403612,0.134512,0.0649775,0.0876382,0.606858,0.312161,0.334026,0.152002,0.12566,34.8915,3.95114,0.305353,0.270821,0.186584,42.633,4.95109,1.6976,0.311581,0.203445,0,145,,,,,,
